symbol,date,entry_time,or_range_pct,volume_ratio,breakout_pct,minutes_after_open,spy_trend_pct,day_of_week,entry_price,hit_target,exit_reason,exit_price
SOFI,2026-04-30,14:30,0.018879798615481478,1.2913693079372646,0.01384518565135298,270,0.004547807956564936,3.0,16.11,0,EOD,15.99
SOFI,2026-05-01,12:50,0.028151774785801657,1.449482085191308,0.020807833537331694,170,0.0006100519930676666,4.0,16.68,0,EOD,16.52
SOFI,2026-05-14,12:05,0.019317450096587183,1.172077467571094,0.019317450096587297,125,0.007745475082699071,3.0,15.83,1,TARGET,15.99
SOFI,2026-05-18,10:10,0.04037267080745355,1.525894819865548,0.010559006211180008,10,0.0007704576788947802,0.0,16.27,0,STOP,15.38
SOFI,2026-05-20,11:15,0.025923525599481554,1.1626579431609079,0.012313674659753695,75,0.004213674051923215,2.0,15.62,0,EOD,15.62
SOFI,2026-05-21,13:45,0.01215611004478575,1.0194995605327695,0.001279590531030043,225,0.0066064683823628895,3.0,15.65,0,EOD,15.66
SOFI,2026-05-28,10:10,0.02944785276073622,1.1077420380768555,0.0030674846625767306,10,0.0005198267244251734,3.0,16.35,1,TARGET,17.04
CLSK,2026-03-31,13:15,0.020118343195266265,1.017630556754424,0.008284023668639088,195,0.013381538172598293,1.0,8.52,0,EOD,8.51
CLSK,2026-04-01,10:15,0.020501138952163978,1.0938117084866208,0.004555808656036552,15,0.0010858261454701724,2.0,8.82,0,EOD,8.68
CLSK,2026-04-02,10:05,0.026378896882494084,1.0448130898180612,0.0011990407673860657,5,0.004053092416695036,3.0,8.35,1,TARGET,8.57
CLSK,2026-04-09,12:00,0.03366336633663365,2.0082360162283632,0.027722772277227838,120,0.005912512595578225,3.0,10.38,1,TARGET,10.49
CLSK,2026-04-13,10:45,0.05853658536585363,1.012801244602136,0.01951219512195115,45,0.0038086802480071466,0.0,10.45,0,EOD,10.8
CLSK,2026-04-17,10:00,0.03425229741019216,1.5863335746749492,0.0033416875522137967,0,0.0030871627841111146,4.0,12.01,0,EOD,11.95
CLSK,2026-04-20,10:05,0.029387069689336662,1.6030698818634113,0.001679261125104918,5,0.0006631019060653047,0.0,11.93,0,EOD,11.99
CLSK,2026-05-04,11:05,0.03733121525019862,1.120180492429307,0.006354249404289124,65,0.001235990945324741,0.0,12.67,0,EOD,12.83
CLSK,2026-05-06,12:10,0.03380281690140836,1.0453001468022514,0.01690140845070424,130,0.004751637667028354,2.0,14.44,0,EOD,14.42
CLSK,2026-05-11,10:25,0.058259081562714164,1.09474110540769,0.004797806716929423,25,0.004155011813268807,0.0,14.66,0,EOD,14.31
CLSK,2026-05-14,11:20,0.037956204379562014,1.1599685203173284,0.01459854014598548,80,0.006441115563564099,3.0,13.9,0,EOD,13.93
CLSK,2026-05-20,10:55,0.04637491835401704,1.0095409362110954,0.05160026126714572,55,0.004104934076389808,2.0,16.1,1,TARGET,16.06
CLSK,2026-05-22,11:25,0.03796693202694412,1.014662284739194,0.005511328842621153,85,0.001353451972555734,4.0,16.42,0,EOD,15.94
IONQ,2026-03-31,12:40,0.03409090909090912,1.0045061161429019,0.007102272727272702,160,0.009312298494381211,1.0,28.36,0,EOD,29.01
IONQ,2026-04-02,10:10,0.028695968034871146,1.041905137690418,0.01779876498365414,10,0.0052906778874417144,3.0,28.02,1,TARGET,28.75
IONQ,2026-04-13,10:00,0.037305699481865226,1.1367967177553158,0.001727115716753047,0,0.003410097431355269,0.0,29.0,0,EOD,29.72
IONQ,2026-04-14,10:00,0.06978137166816417,2.366752269806869,0.013776579814315688,0,0.002617458447847074,1.0,33.85,0,EOD,35.7
IONQ,2026-04-17,14:45,0.04670449585333916,1.1129659003154473,0.010039284155390679,285,0.005622034978404061,4.0,46.28,0,EOD,45.73
IONQ,2026-05-01,11:05,0.024666666666666653,1.2477121931316997,0.007333333333333295,65,0.0014974003466205073,4.0,45.33,0,EOD,46.04
IONQ,2026-05-04,10:00,0.03552769070010455,1.1201158209065232,0.0029258098223615583,0,0.0009582401710943948,0.0,47.99,0,STOP,45.98
IONQ,2026-05-05,13:35,0.03604376743188156,1.211728970545879,0.0006436387041407667,215,0.0027986754783379496,1.0,46.64,0,EOD,48.24
IONQ,2026-05-11,10:10,0.12353587115666179,1.3206567223008316,0.01811859443631043,10,0.0031637835048745717,0.0,55.63,0,EOD,56.68
IONQ,2026-05-20,10:00,0.025201612903225805,1.311399727528674,0.002016129032258093,0,0.0005844773684925241,2.0,49.7,1,TARGET,51.58
IONQ,2026-05-21,10:00,0.08515691263782872,1.0048931488537631,0.005597964376590302,0,0.001516238645132474,3.0,59.28,0,EOD,57.96
IONQ,2026-05-28,11:10,0.04584991891493439,1.2167027438928442,0.03287630841810414,70,0.004451849383538863,3.0,70.06,0,EOD,70.46
SOUN,2026-03-31,11:10,0.03154574132492116,1.1282495422738332,0.02050473186119872,70,0.002582402103483859,1.0,6.47,1,TARGET,6.54
SOUN,2026-04-02,10:35,0.027607361963190143,1.0964004027121037,0.0306748466257669,35,0.008941555026144127,3.0,6.72,1,TARGET,6.71
SOUN,2026-04-13,15:35,0.03416149068322991,1.0691352825643146,0.054347826086956465,335,0.00989075878358436,0.0,6.79,1,TARGET,6.78
SOUN,2026-04-20,10:00,0.03799019607843143,1.448597930850762,0.0061274509803922435,0,0.001241552504973258,0.0,8.21,0,EOD,8.32
SOUN,2026-04-24,11:45,0.024875621890547178,1.1291839477816872,0.0024875621890548946,105,0.003728455856489592,4.0,8.06,1,TARGET,8.28
SOUN,2026-04-30,12:10,0.024234693877550957,1.6697578015582226,0.008928571428571465,130,0.00013993255250972214,3.0,7.91,0,EOD,7.93
SOUN,2026-05-01,12:50,0.06820809248554911,1.303628452243536,0.016184971098265756,170,0.0006100519930676666,4.0,8.79,1,TARGET,9.27
SOUN,2026-05-04,11:10,0.04623115577889438,1.0751494081279183,0.004020100502512656,70,0.0009860152485173979,0.0,9.99,0,STOP,9.35
SOUN,2026-05-13,11:15,0.025990099009900985,1.1109540213286901,0.01113861386138612,75,0.0006635520346672206,2.0,8.17,1,TARGET,8.31
SOUN,2026-05-15,13:30,0.022754491017964014,1.4066126450580232,0.023952095808383363,210,0.0009706120248045663,4.0,8.55,1,TARGET,8.54
SOUN,2026-05-19,14:15,0.028503562945368197,1.1134786800369494,0.007125890736342102,255,0.003048656005444041,1.0,8.48,0,EOD,8.46
SOUN,2026-05-26,10:00,0.024038461538461665,1.22950373053824,0.006009615384615257,0,0.0010266529779602697,1.0,8.37,0,EOD,8.16
SOUN,2026-05-28,10:10,0.03284671532846721,1.2203403615187525,0.006082725060827121,10,0.0005198267244251734,3.0,8.27,1,TARGET,8.5
SOUN,2026-05-29,10:00,0.03888888888888885,1.2099718754978686,0.005555555555555635,0,0.002540018520968478,4.0,9.05,0,ENGINE_STOP,0.0
RBLX,2026-03-31,10:00,0.02941176470588238,1.6300925271467859,0.0007352941176470432,0,0.005775190158700255,1.0,54.44,1,TARGET,56.86
RBLX,2026-04-02,10:00,0.032258064516129024,1.6768297162672465,0.002254595907041321,0,0.0049658117013706825,3.0,57.79,0,EOD,59.89
RBLX,2026-04-13,10:50,0.042938437661665836,1.1369102953934354,0.001896878772202094,50,0.0032477118393859543,0.0,58.1,0,EOD,57.55
